time,temperature,humidity
00:00:07,26.1,42.3
00:00:16,26.1,42.2
00:00:27,26.1,42.2
00:00:37,26.1,42.2
00:00:47,26.1,42.3
00:00:57,26.1,42.3
00:01:07,26.1,42.3
00:01:17,26.1,42.3
00:01:27,26.1,42.2
00:01:37,26.1,42.3
00:01:47,26.1,42.2
00:01:57,26.1,42.3
00:02:07,26.1,42.3
00:02:17,26.1,42.3
00:02:27,26.1,42.3
00:02:37,26.1,42.4
00:02:47,26.1,42.4
00:02:57,26.1,42.3
00:03:07,26.1,42.3
00:03:17,26.1,42.3
00:03:27,26.1,42.3
00:03:36,26.1,42.3
00:03:47,26.1,42.4
00:03:57,26.1,42.4
00:04:07,26.1,42.3
00:04:17,26.1,42.3
00:04:27,26.1,42.4
00:04:37,26.1,42.4
00:04:47,26.0,42.3
00:04:57,26.1,42.4
00:05:07,26.0,42.4
00:05:17,26.1,42.4
00:05:27,26.0,42.5
00:05:37,26.0,42.5
00:05:47,26.0,42.5
00:05:57,26.0,42.5
00:06:07,26.0,42.4
00:06:17,26.0,42.5
00:06:27,26.0,42.5
00:06:36,26.0,42.5
00:06:47,26.0,42.6
00:06:57,26.0,42.5
00:07:07,26.0,42.6
00:07:17,26.0,42.6
00:07:27,26.0,42.5
00:07:37,26.0,42.5
00:07:47,26.0,42.6
00:07:57,26.0,42.5
00:08:07,26.0,42.6
00:08:17,26.0,42.5
00:08:27,26.0,42.6
00:08:37,26.0,42.6
00:08:47,26.0,42.6
00:08:57,26.0,42.6
00:09:07,26.0,42.7
00:09:17,26.0,42.6
00:09:27,26.0,42.6
00:09:37,26.0,42.7
00:09:47,26.0,42.7
00:09:57,26.0,42.7
00:10:07,26.0,42.6
00:10:17,26.0,42.6
00:10:27,26.0,42.6
00:10:37,26.0,42.6
00:10:47,26.0,42.7
00:10:57,26.0,42.7
00:11:07,25.9,42.7
00:11:17,25.9,42.8
00:11:27,26.0,42.8
00:11:37,26.0,42.7
00:11:47,26.0,42.8
00:11:57,25.9,42.7
00:12:07,26.0,42.8
00:12:17,26.0,42.8
00:12:27,26.0,42.8
00:12:37,26.0,42.7
00:12:47,25.9,42.7
00:12:57,26.0,42.7
00:13:07,26.0,42.7
00:13:17,26.0,42.7
00:13:27,26.0,42.8
00:13:37,26.0,42.7
00:13:47,26.0,42.7
00:13:57,26.0,42.7
00:14:07,26.0,42.7
